launch_ts;ax;ay;az;alti;;483.3855
20;-144;-80;944;436.4746;;
44;-144;-80;960;436.4746;;
62;-144;-80;944;436.4746;;
80;-160;-96;976;436.4746;;
105;-144;-80;960;436.4746;;
122;-144;-80;944;436.4746;;
141;-128;-96;960;436.4746;;
164;-144;-80;960;436.4746;;
183;-144;-80;960;436.3874;;
200;-128;-80;960;436.3874;;
233;-144;-64;976;436.4746;;
249;-144;-80;960;436.4746;;
261;-160;-80;944;436.4746;;
284;-160;-64;944;436.4746;;
303;-160;-64;960;436.4746;;
320;-160;-64;960;436.4746;;
344;-144;-96;944;436.4746;;
363;-144;-80;944;436.4746;;
381;-144;-80;944;436.3874;;
417;-144;-64;960;436.3028;;
433;-144;-80;944;436.3028;;
449;-160;-80;944;436.3028;;
465;-160;-80;944;436.3028;;
483;-160;-80;944;436.3028;;
501;-144;-80;944;436.5618;;
524;-128;-80;960;436.5618;;
543;-160;-80;928;436.5618;;
561;-144;-96;944;436.5618;;
584;-144;-80;944;436.5618;;
621;-144;-80;944;436.5618;;
633;-144;-96;960;436.4746;;
649;-144;-96;960;436.4746;;
665;-144;-80;944;436.5618;;
681;-128;-80;944;436.5618;;
704;-160;-80;944;436.5618;;
722;-144;-80;944;436.5618;;
740;-160;-80;960;436.5618;;
766;-128;-80;960;436.5618;;
782;-160;-80;960;436.649;;
821;-160;-80;960;436.5618;;
837;-144;-80;944;436.649;;
849;-144;-80;944;436.649;;
865;-128;-96;992;436.649;;
885;-112;-80;944;436.5618;;
902;-144;-112;960;436.5618;;
920;-144;-80;944;436.5618;;
945;-144;-80;944;436.4746;;
962;-144;-80;960;436.5618;;
980;-144;-80;960;436.5618;;
1017;-128;-80;944;436.5618;;
1034;-128;-96;960;436.5618;;
1049;-144;-96;944;436.5618;;
1065;-128;-80;960;436.5618;;
1083;-144;-80;944;436.5618;;
1101;-144;-80;944;436.5618;;
1124;-144;-96;928;436.5618;;
1142;-144;-96;928;436.5618;;
1160;-144;-80;960;436.5618;;
1184;-144;-80;960;436.4746;;
1217;-128;-64;960;436.4746;;
1232;-128;-80;960;436.4746;;
1246;-128;-80;960;436.4746;;
1262;-144;-80;960;436.4746;;
1281;-128;-80;960;436.4746;;
1304;-160;-80;944;436.4746;;
1323;-144;-96;944;436.3874;;
1341;-144;-80;960;436.3874;;
1364;-144;-80;960;436.3028;;
1401;-144;-96;960;436.3874;;
1417;-144;-80;928;436.3874;;
1432;-128;-64;960;436.3874;;
1446;-128;-64;960;436.3874;;
1461;-128;-64;960;436.3874;;
1484;-144;-80;944;436.3028;;
1502;-144;-112;960;436.4746;;
1520;-144;-96;960;436.4746;;
1544;-144;-64;960;436.4746;;
1569;-144;-80;960;436.4746;;
1594;-144;-80;960;436.4746;;
1609;-160;-96;944;436.3874;;
1625;-160;-64;944;436.3874;;
1641;-144;-64;960;436.4746;;
1664;-144;-64;960;436.3874;;
1683;-144;-96;960;436.3874;;
1701;-160;-80;944;436.4746;;
1725;-160;-80;960;436.3874;;
1742;-144;-96;960;436.3874;;
1781;-144;-80;960;436.3874;;
1797;-144;-80;960;436.3874;;
1813;-144;-96;960;436.3874;;
1829;-144;-64;960;436.4746;;
1845;-128;-64;928;436.3874;;
1862;-128;-64;928;436.3874;;
1881;-144;-80;944;436.3874;;
1904;-128;-80;944;436.3874;;
1924;-128;-80;944;436.3874;;
1961;-144;-80;944;436.3874;;
1978;-160;-80;960;436.3874;;
1993;-128;-80;960;436.3874;;
2009;-144;-80;944;436.3874;;
2025;-144;-80;944;436.3874;;
2042;-144;-80;944;436.3874;;
2060;-144;-80;944;436.3874;;
2084;-160;-80;960;436.3874;;
2102;-160;-96;976;436.3874;;
2120;-160;-80;944;436.3874;;
2157;-128;-80;960;436.3874;;
2170;-128;-80;960;436.3874;;
2185;-128;-80;944;436.3874;;
2204;-144;-96;960;436.3874;;
2223;-144;-64;944;436.4746;;
2240;-128;-80;960;436.4746;;
2264;-160;-80;976;436.649;;
2283;-128;-96;944;436.649;;
2300;-144;-64;960;436.649;;
2326;-128;-80;944;436.5618;;
2361;-128;-80;944;436.3028;;
2374;-128;-80;944;436.1284;;
2389;-128;-80;960;436.4746;;
2405;-144;-80;928;436.4746;;
2421;-144;-96;944;436.3874;;
2444;-160;-80;960;436.4746;;
2463;-144;-80;944;436.3874;;
2480;-112;-96;960;436.3874;;
2504;-144;-80;944;436.3028;;
2541;-160;-96;960;436.3874;;
2553;-144;-96;944;436.4746;;
2569;-160;-96;944;436.4746;;
2585;-144;-64;960;436.3874;;
2601;-144;-64;960;436.3874;;
2624;-112;-80;944;436.3874;;
2642;-112;-80;944;436.3874;;
2661;-160;-80;960;436.3874;;
2684;-144;-80;944;436.3874;;
2705;-144;-80;960;436.3028;;
2734;-160;-80;960;436.3028;;
2749;-128;-96;944;436.3028;;
2765;-128;-96;944;436.3028;;
2781;-144;-96;976;436.3028;;
2804;-144;-80;960;436.3028;;
2823;-144;-64;960;436.3028;;
2840;-128;-80;960;436.3028;;
2864;-160;-112;960;436.3028;;
2883;-128;-80;944;436.3028;;
2921;-128;-64;960;436.3028;;
2937;-144;-80;944;436.3874;;
2949;-144;-80;944;436.3028;;
2965;-144;-80;944;436.3028;;
2984;-160;-96;944;436.3028;;
3002;-160;-96;960;436.2156;;
3020;-144;-80;976;436.1284;;
3045;-160;-96;960;436.2156;;
3063;-160;-80;960;436.2156;;
3200;-144;-80;944;436.4746;;
3214;-144;-80;944;436.4746;;
3229;-112;-80;928;436.5618;;
3246;-144;-80;944;436.5618;;
3261;-160;-80;944;436.5618;;
3277;-160;-80;944;436.5618;;
3293;-144;-64;960;436.5618;;
3309;-128;-80;960;436.5618;;
3321;-128;-80;960;436.5618;;
3337;-144;-64;960;436.5618;;
3369;-144;-96;960;436.649;;
3381;-144;-96;960;436.5618;;
3396;-160;-80;944;436.5618;;
3410;-160;-64;944;436.5618;;
3425;-160;-64;944;436.5618;;
3442;-144;-96;976;436.5618;;
3457;-144;-80;944;436.4746;;
3473;-144;-96;944;436.5618;;
3489;-160;-96;944;436.4746;;
3525;-144;-80;944;436.4746;;
3541;-144;-80;960;436.3874;;
3557;-160;-64;944;436.3028;;
3573;-160;-64;944;436.3028;;
3585;-160;-64;944;436.3028;;
3602;-144;-80;944;436.3028;;
3621;-144;-80;960;436.3028;;
3644;-128;-64;976;436.3028;;
3663;-144;-80;960;436.3028;;
3680;-112;-64;944;436.3028;;
3721;-160;-96;928;436.3028;;
3737;-128;-96;960;436.2156;;
3752;-128;-96;960;436.3028;;
3766;-144;-80;944;436.3028;;
3782;-160;-80;944;436.3028;;
3801;-112;-80;960;436.3028;;
3825;-144;-80;960;436.2156;;
3843;-144;-80;960;436.2156;;
3861;-128;-96;944;436.2156;;
3897;-160;-48;960;436.2156;;
3909;-144;-80;960;436.2156;;
3925;-144;-112;960;436.2156;;
3945;-144;-96;960;436.2156;;
3962;-128;-80;976;436.3874;;
3980;-128;-80;976;436.3874;;
4005;-128;-96;960;436.3874;;
4022;-144;-64;944;436.4746;;
4040;-144;-64;944;436.4746;;
4065;-144;-80;960;436.5618;;
4101;-128;-80;960;436.4746;;
4113;-144;-96;960;436.5618;;
4129;-144;-96;944;436.4746;;
4145;-144;-96;944;436.5618;;
4161;-144;-96;960;436.4746;;
4186;-128;-80;960;436.4746;;
4204;-144;-80;976;436.4746;;
4221;-160;-96;960;436.4746;;
4244;-144;-96;944;436.4746;;
4281;-160;-80;960;436.4746;;
4297;-128;-80;960;436.3874;;
4313;-128;-64;944;436.3874;;
4328;-128;-64;944;436.3874;;
4342;-144;-80;960;436.3874;;
4365;-144;-64;960;436.3874;;
4382;-144;-80;944;436.3874;;
4400;-144;-64;944;436.4746;;
4425;-144;-64;960;436.4746;;
4442;-160;-80;944;436.4746;;
4477;-128;-80;976;436.3874;;
4493;-128;-80;976;436.3874;;
4509;-144;-80;960;436.3874;;
4521;-144;-80;944;436.3874;;
4544;-160;-96;944;436.3874;;
4563;-160;-64;960;436.3874;;
4580;-144;-96;928;436.3874;;
4604;-144;-80;944;436.3874;;
4623;-160;-96;944;436.3028;;
4661;-128;-96;944;436.2156;;
4677;-128;-96;944;436.2156;;
4693;-144;-64;960;436.2156;;
4709;-144;-80;960;436.2156;;
4725;-144;-80;944;436.2156;;
4743;-160;-80;944;436.2156;;
4761;-160;-80;944;436.1284;;
4786;-160;-80;944;436.2156;;
4802;-160;-80;944;436.2156;;
4821;-160;-80;944;436.2156;;
4853;-160;-96;976;436.1284;;
4869;-144;-96;960;436.1284;;
4884;-144;-96;960;436.1284;;
4905;-144;-80;960;436.0413;;
4923;-144;-80;960;436.0413;;
4941;-144;-96;960;436.0413;;
4966;-128;-96;944;436.3028;;
4982;-160;-80;960;436.3028;;
5000;-144;-64;944;436.3028;;
5037;-128;-96;960;436.3028;;
5049;-128;-96;960;436.3028;;
5065;-144;-80;928;436.3028;;
5085;-128;-80;960;436.2156;;
5104;-144;-80;960;436.2156;;
5121;-144;-96;944;436.2156;;
5144;-160;-80;928;436.2156;;
5162;-128;-64;944;436.2156;;
5180;-128;-80;960;436.2156;;
5204;-144;-96;944;436.3874;;
5237;-128;-64;960;436.2156;;
5254;-128;-64;960;436.3028;;
5269;-128;-80;944;436.3874;;
5285;-128;-80;960;436.4746;;
5301;-144;-80;960;436.3028;;
5324;-128;-80;960;436.3874;;
5342;-160;-80;944;436.5618;;
5361;-144;-64;960;436.3874;;
5385;-144;-96;960;436.5618;;
5421;-128;-80;944;436.5618;;
5434;-128;-80;944;436.5618;;
5449;-144;-96;960;436.649;;
5465;-144;-80;944;436.4746;;
5481;-144;-80;944;436.4746;;
5504;-144;-96;960;436.5618;;
5523;-144;-64;944;436.3874;;
5540;-144;-64;944;436.3874;;
5564;-160;-80;944;436.3874;;
5583;-160;-80;944;436.4746;;
5617;-160;-96;944;436.4746;;
5633;-144;-80;960;436.5618;;
5649;-160;-80;944;436.3874;;
5661;-160;-80;944;436.3874;;
5684;-144;-96;944;436.4746;;
5703;-128;-80;944;436.4746;;
5721;-128;-96;960;436.5618;;
5744;-128;-64;960;436.5618;;
5764;-176;-96;960;436.5618;;
5801;-160;-80;960;436.5618;;
5818;-144;-80;960;436.5618;;
5833;-128;-64;960;436.5618;;
5849;-128;-64;960;436.5618;;
5865;-160;-64;960;436.5618;;
5882;-128;-80;944;436.5618;;
5900;-160;-80;944;436.5618;;
5924;-128;-80;944;436.5618;;
5942;-160;-80;976;436.5618;;
5960;-144;-96;944;436.5618;;
5992;-160;-80;960;436.5618;;
6006;-144;-96;960;436.5618;;
6021;-160;-80;960;436.5618;;
6045;-144;-64;960;436.5618;;
6063;-176;-80;960;436.5618;;
6081;-128;-80;960;436.5618;;
6104;-144;-96;960;436.4746;;
6123;-128;-96;944;436.4746;;
6141;-128;-80;960;436.4746;;
6289;-160;-64;944;436.4746;;
6305;-160;-80;960;436.5618;;
6321;-160;-80;960;436.5618;;
6333;-160;-80;960;436.5618;;
6345;-128;-96;960;436.649;;
6361;-128;-96;960;436.5618;;
6376;-112;-96;960;436.5618;;
6390;-160;-80;960;436.5618;;
6405;-160;-80;960;436.5618;;
6422;-144;-80;960;436.5618;;
6457;-160;-80;944;436.5618;;
6473;-144;-80;960;436.5618;;
6489;-128;-96;960;436.5618;;
6505;-128;-96;960;436.5618;;
6521;-160;-80;960;436.5618;;
6537;-144;-80;960;436.5618;;
6549;-144;-80;960;436.5618;;
6565;-128;-96;944;436.5618;;
6585;-144;-112;960;436.649;;
6621;-160;-96;976;436.5618;;
6633;-144;-80;944;436.5618;;
6649;-144;-80;944;436.5618;;
6665;-144;-64;944;436.5618;;
6681;-160;-80;960;436.5618;;
6704;-144;-80;944;436.5618;;
6723;-144;-80;960;436.4746;;
6740;-144;-64;960;436.4746;;
6764;-144;-80;960;436.4746;;
6783;-144;-80;960;436.4746;;
6817;-144;-80;960;436.5618;;
6833;-144;-80;976;436.5618;;
6849;-160;-96;960;436.5618;;
6865;-112;-64;960;436.5618;;
6884;-144;-64;976;436.5618;;
6902;-128;-80;944;436.5618;;
6920;-128;-80;960;436.5618;;
6945;-128;-80;960;436.5618;;
6963;-128;-80;960;436.5618;;
7001;-160;-64;960;436.5618;;
7017;-128;-80;944;436.5618;;
7033;-144;-96;960;436.5618;;
7049;-128;-96;944;436.4746;;
7065;-144;-64;960;436.5618;;
7082;-144;-64;960;436.4746;;
7101;-144;-64;960;436.5618;;
7124;-144;-80;944;436.5618;;
7143;-128;-80;960;436.4746;;
7161;-144;-80;960;436.7362;;
7193;-144;-80;960;436.7362;;
7208;-144;-80;960;436.7362;;
7222;-144;-80;944;436.7362;;
7245;-144;-80;944;436.7362;;
7262;-144;-80;960;436.7362;;
7281;-160;-80;960;436.7362;;
7304;-160;-80;960;436.7362;;
7324;-160;-80;960;436.7362;;
7341;-176;-80;976;436.7362;;
7377;-144;-96;944;436.7362;;
7389;-144;-96;944;436.7362;;
7401;-176;-96;960;436.649;;
7424;-160;-80;944;436.649;;
7442;-96;-64;944;436.7362;;
7460;-208;48;6720;436.7362;;
7484;-2912;6240;8160;436.7362;;
7502;-1264;-2576;8160;436.649;;
7521;-1408;-256;8160;436.7362;;
7561;-1488;-480;8160;437.69;;
7577;-1488;-480;8160;438.0388;;
7593;-928;-976;8160;438.2106;;
7609;-1184;-1056;8160;438.9926;;
7625;-1152;-880;8160;439.4287;;
7641;-1216;-784;8160;440.2107;;
7664;-1152;-944;8160;441.339;;
7682;-1072;-880;8160;441.8595;;
7701;-1072;-880;8160;443.1622;;
7737;-944;-960;8160;446.2061;;
7753;576;-192;8160;447.4216;;
7769;576;-160;8160;448.7268;;
7785;176;-32;7072;451.5963;;
7803;176;-32;7072;453.0733;;
7821;560;-496;5904;455.5967;;
7844;608;-320;4336;457.7713;;
7863;1264;-560;3248;458.7278;;
7881;1840;-400;1952;460.5563;;
7917;2480;-112;480;463.69;;
7929;2672;288;-336;464.5619;;
7945;2672;288;-336;465.344;;
7965;2480;272;-496;466.4776;;
7982;2624;432;-544;466.652;;
8000;2464;16;-336;467.3469;;
8024;2512;368;-352;467.7829;;
8043;2752;368;-448;468.3061;;
8061;2768;752;-592;468.6548;;
8097;2752;768;-320;469.5241;;
8109;2752;768;-320;469.5241;;
8121;2688;960;-320;469.6113;;
8145;2384;848;-368;469.6113;;
8162;2320;688;-432;469.8729;;
8181;2128;1072;-368;470.0473;;
8204;2224;432;-336;470.2217;;
8222;2192;784;-544;470.3961;;
8241;2288;608;-288;470.4833;;
8264;2176;640;-336;470.6577;;
8288;1968;752;-272;470.8321;;
8302;1936;896;-304;470.8321;;
8324;1648;832;-368;470.8321;;
8343;1744;576;-304;470.9193;;
8360;1808;480;-368;471.0064;;
8386;1760;560;-272;471.1808;;
8403;1792;800;-368;471.3552;;
8421;1792;800;-368;471.6168;;
8445;1616;688;-384;471.704;;
8480;1584;672;-272;472.14;;
8494;1584;560;-240;472.2272;;
8509;1472;544;-288;472.4016;;
8525;1536;496;-240;472.576;;
8541;1536;496;-240;472.6605;;
8564;1296;464;-176;472.8349;;
8583;1424;512;-176;473.0093;;
8601;1360;544;-256;473.3581;;
8624;1376;512;-272;473.5324;;
8661;1392;640;-288;473.8812;;
8673;1232;560;-208;473.9684;;
8686;1232;560;-208;474.0556;;
8702;1104;592;-224;474.0556;;
8721;1088;528;-240;474.1428;;
8744;1024;512;-240;474.1428;;
8763;1024;368;-240;474.3172;;
8781;992;432;-224;474.4044;;
8804;1024;400;-224;474.5788;;
8841;1024;432;-176;474.9276;;
8853;992;400;-144;474.9276;;
8869;992;400;-144;475.102;;
8884;928;416;-144;475.2764;;
8900;912;416;-192;475.2764;;
8925;848;416;-160;475.3635;;
8943;816;368;-208;475.4508;;
8961;768;320;-176;475.3635;;
8985;736;368;-160;475.8867;;
9003;752;320;-144;475.8867;;
9037;752;256;-160;476.3227;;
9053;720;272;-160;476.4099;;
9069;672;304;-128;476.5843;;
9085;656;304;-144;476.5843;;
9106;672;288;-112;476.8459;;
9122;656;304;-96;476.9331;;
9141;624;336;-96;477.369;;
9164;544;304;-80;477.4562;;
9182;512;304;-96;477.7178;;
9321;368;224;-80;479.1129;;
9334;384;208;-96;479.2002;;
9349;384;176;-112;479.3746;;
9365;384;176;-112;479.5489;;
9381;320;208;-112;479.6361;;
9397;320;176;-80;479.7233;;
9413;320;144;-112;479.8105;;
9429;288;112;-112;479.8105;;
9445;288;112;-112;479.9849;;
9461;288;96;-112;479.9849;;
9492;288;80;-80;480.2465;;
9506;288;80;-80;480.4209;;
9521;288;96;-80;480.4209;;
9538;272;96;-80;480.5953;;
9553;272;80;-80;480.7696;;
9569;272;80;-80;480.8568;;
9585;256;80;-64;480.9441;;
9603;272;80;-80;480.9441;;
9621;256;96;-64;481.0312;;
9644;256;96;-64;481.1184;;
9681;240;96;0;481.2928;;
9697;224;112;-32;481.2928;;
9712;224;112;-32;481.38;;
9726;224;128;-48;481.38;;
9741;192;112;-48;481.5544;;
9764;208;112;-48;481.7288;;
9783;192;112;-48;481.7288;;
9801;192;112;-32;481.816;;
9824;192;128;-16;481.9032;;
9842;160;128;-32;481.9032;;
9882;128;128;-16;481.9904;;
9897;128;128;-16;481.9904;;
9913;112;96;-48;482.0776;;
9929;96;96;-64;482.1648;;
9945;96;96;-32;482.252;;
9962;96;96;-32;482.3391;;
9981;64;64;-32;482.6007;;
10004;32;80;-32;482.7751;;
10023;32;80;-32;482.7751;;
10041;48;32;-48;482.8623;;
10064;48;32;-32;483.0367;;
10097;48;16;-64;483.0367;;
10113;64;-16;-48;483.1239;;
10129;64;16;-64;483.2111;;
10144;64;16;-64;483.2111;;
10160;48;0;-48;483.2111;;
10184;80;0;-64;483.2111;;
10203;96;-32;-80;483.2983;;
10221;80;-32;-80;483.2111;;
10244;96;-32;-64;483.3855;;
10263;80;-32;-96;483.3855;;
10305;128;-32;-64;483.3855;;
10317;112;-16;-80;483.2983;;
10329;112;-16;-80;483.2983;;
10341;160;-48;-64;483.2111;;
10364;160;-32;-64;483.2111;;
10384;160;-32;-80;483.2111;;
10400;176;-16;-80;483.2111;;
10425;160;-16;-80;483.2111;;
10442;192;-16;-64;483.2111;;
10481;192;-16;-64;483.1239;;
10497;192;-16;-64;483.1239;;
10509;224;0;-64;483.0367;;
10525;224;16;-64;483.1239;;
10544;240;0;-48;483.2111;;
10562;224;32;-64;483.2111;;
10580;224;16;-48;483.1239;;
10605;224;48;-48;483.1239;;
10622;224;32;-64;483.0367;;
10640;224;32;-64;483.0367;;
10677;208;48;-32;482.8623;;
10690;224;80;-48;482.8623;;
10705;208;96;-64;482.8623;;
10724;192;96;-32;482.8623;;
10743;192;96;-32;482.7751;;
10760;192;96;-32;482.688;;
10784;192;112;-48;482.6007;;
10802;176;96;-16;482.688;;
10821;176;96;-32;482.688;;
10844;160;96;-32;482.6007;;
10881;144;112;-32;482.5135;;
10897;144;96;-48;482.4264;;
10913;160;96;-32;482.4264;;
10929;160;96;-32;482.4264;;
10941;128;80;-32;482.3391;;
10964;160;80;-48;482.0776;;
10983;112;80;-48;481.9904;;
11000;112;96;-64;481.9032;;
11025;112;64;-48;481.7288;;
11042;112;48;-64;481.9904;;
11077;144;32;-80;481.816;;
11093;144;32;-80;481.7288;;
11109;176;48;-64;481.4672;;
11125;192;48;-80;481.4672;;
11144;160;64;-64;481.2928;;
11163;176;64;-96;481.2928;;
11180;176;80;-80;481.1184;;
11204;192;64;-80;481.1184;;
11223;208;80;-80;481.0312;;
11241;224;64;-96;480.9441;;
11272;224;48;-80;480.5953;;
11286;256;48;-80;480.5081;;
11301;256;80;-96;480.4209;;
11324;288;64;-80;480.1593;;
11342;272;96;-112;480.1593;;
11360;272;96;-112;479.9849;;
11384;272;112;-80;479.8105;;
11402;288;128;-80;479.7233;;
11420;288;128;-80;479.6361;;
11457;256;112;-64;479.3746;;
11473;304;112;-80;479.2002;;
11489;288;128;-64;479.1129;;
11505;288;128;-64;479.1129;;
11523;288;80;-96;478.8514;;
11541;288;96;-96;478.7642;;
11564;288;112;-80;478.5026;;
11583;288;112;-96;478.3282;;
11601;304;96;-80;478.241;;
11624;288;96;-64;477.9794;;
11661;304;64;-96;477.7178;;
11673;352;48;-112;477.6306;;
11685;352;48;-112;477.5434;;
11703;368;32;-112;477.5434;;
11723;400;32;-96;477.5434;;
11744;416;48;-112;477.369;;
11762;416;64;-96;477.1946;;
11780;432;64;-112;476.9331;;
11805;448;64;-96;476.5843;;
11823;432;64;-80;476.4971;;
11857;448;64;-112;476.1483;;
11873;448;64;-112;475.8867;;
11889;432;96;-112;475.7996;;
11901;464;96;-112;475.6251;;
11925;448;80;-128;475.3635;;
11944;448;80;-128;475.102;;
11961;432;96;-112;475.0148;;
11985;416;112;-144;474.7532;;
12003;480;48;-128;474.4916;;
12041;496;64;-112;474.2301;;
12057;496;64;-112;474.1428;;
12073;560;96;-144;474.1428;;
12089;544;80;-144;473.7069;;
12105;608;64;-144;473.6197;;
12123;640;80;-144;473.3581;;
12141;640;80;-144;473.1837;;
12164;640;144;-64;472.9221;;
12183;640;144;-64;472.576;;
12202;592;224;-160;472.4016;;
12237;624;144;-160;472.0528;;
12253;560;160;-144;471.6168;;
12269;608;112;-144;471.6168;;
12285;608;112;-144;471.1808;;
12302;656;64;-208;471.0937;;
12321;672;64;-176;470.8321;;
12344;704;48;-128;470.3961;;
12364;752;64;-144;470.2217;;
12381;768;64;-176;470.0473;;
12533;816;256;-160;468.0445;;
12549;800;192;-128;467.8701;;
12561;768;224;-192;467.6085;;
12577;784;272;-176;467.4341;;
12593;784;272;-176;467.0853;;
12608;832;192;-176;467.0008;;
12622;800;208;-208;466.8264;;
12637;928;192;-256;466.652;;
12653;928;192;-256;466.3904;;
12693;928;240;-192;466.1288;;
12709;1008;272;-224;465.9544;;
12725;976;176;-176;465.344;;
12741;960;288;-160;465.4313;;
12753;960;288;-160;465.2568;;
12769;960;320;-192;464.8209;;
12785;992;352;-208;464.5619;;
12801;1008;272;-160;464.3876;;
12816;1008;272;-160;463.9516;;
12854;1008;224;-144;463.3412;;
12869;960;224;-224;463.1668;;
12886;1024;256;-256;462.9079;;
12901;1024;256;-256;462.5591;;
12917;1072;224;-240;462.2975;;
12933;1040;272;-176;461.9487;;
12945;1040;240;-192;461.6871;;
12962;1040;240;-192;461.4282;;
12981;1056;352;-208;461.0794;;
13017;1072;352;-192;460.4691;;
13033;1056;336;-176;460.2075;;
13049;1056;384;-224;459.9485;;
13065;1056;384;-224;459.6869;;
13082;1040;304;-192;459.4254;;
13101;1104;336;-208;458.9894;;
13124;1088;320;-208;458.6406;;
13144;1136;224;-240;458.4689;;
13161;1152;336;-256;458.1201;;
13197;1200;224;-224;457.5969;;
13209;1200;224;-224;457.338;;
13225;1184;224;-240;457.1636;;
13244;1248;96;-208;456.902;;
13262;1280;304;-288;456.7276;;
13281;1296;352;-272;456.3788;;
13305;1296;288;-208;455.7711;;
13322;1232;352;-256;455.5095;;
13340;1200;304;-256;454.8992;;
13381;1200;288;-272;454.0298;;
13397;1328;224;-288;453.5093;;
13413;1328;224;-288;453.3349;;
13428;1360;240;-320;453.1605;;
13442;1344;256;-224;452.7272;;
13461;1456;352;-256;452.7272;;
13484;1456;416;-256;452.3784;;
13504;1424;368;-304;451.7681;;
13521;1408;400;-272;451.5091;;
13553;1344;416;-240;450.8987;;
13569;1328;336;-240;450.6398;;
13581;1328;336;-240;450.291;;
13605;1344;256;-208;449.5961;;
13622;1344;256;-208;449.3345;;
13641;1488;304;-240;448.9857;;
13664;1504;416;-320;448.4652;;
13684;1504;416;-320;448.2036;;
13701;1520;336;-240;447.6831;;
13733;8160;8160;8160;194.3709;;
13749;-6688;-8160;-8160;393.3209;;
13761;-6688;-8160;-8160;431.6128;;
13785;448;-496;-2672;438.9926;;
13802;480;288;-1936;438.8209;;
13821;496;192;-1712;438.5593;;
13844;368;304;-1792;438.126;;
13862;384;288;-1808;438.0388;;
13901;336;208;-1792;437.6029;;
13917;320;208;-1808;437.5183;;
13932;288;176;-1824;437.3439;;
13946;288;176;-1824;437.2567;;
13965;272;160;-1824;437.0823;;
13982;304;144;-1824;437.0823;;
14001;320;144;-1824;437.0823;;
14025;-32;224;-1936;436.9951;;
14043;288;208;-1728;436.9951;;
14080;304;176;-1744;436.9951;;
14094;304;176;-1744;436.9951;;
14109;320;160;-1696;436.9105;;
14125;336;160;-1648;436.8234;;
14144;304;160;-1600;436.7362;;
14163;272;176;-1520;436.649;;
14180;256;160;-1488;436.649;;
14204;256;192;-1424;436.5618;;
14223;240;208;-1328;436.9951;;
14261;176;192;-1184;436.9105;;
14277;176;192;-1184;436.9105;;
14289;144;176;-1104;436.9105;;
14301;144;176;-1104;436.9105;;
14325;64;128;-960;436.9105;;
14342;32;112;-928;436.9105;;
14361;32;112;-928;436.9105;;
14384;16;112;-784;436.9105;;
14404;16;112;-704;436.8234;;
14441;16;80;-640;436.7362;;
14458;32;64;-576;436.7362;;
14473;48;112;-512;436.7362;;
14489;32;160;-416;436.8234;;
14505;32;160;-416;436.5618;;
14522;-1424;-7744;-5584;436.5618;;
14541;-2496;2848;864;436.3874;;
14564;-4816;5952;-1536;436.3028;;
14583;1936;2384;-3536;436.3874;;
14620;-128;160;-64;436.0413;;
14634;-336;800;-368;435.954;;
14649;-336;800;-368;435.954;;
14662;-624;1136;-544;435.8668;;
14684;-112;832;-368;435.8668;;
14702;-224;912;-416;435.8668;;
14720;-480;1040;-384;435.8668;;
14744;-384;1680;240;435.954;;
14763;-352;1040;80;435.8668;;
14801;-480;368;80;435.8668;;
14818;-720;784;-128;435.7797;;
14833;-720;784;-128;435.8668;;
14849;-720;1056;-368;435.7797;;
14865;-368;912;-128;435.7797;;
14883;-464;896;-32;435.8668;;
14901;-480;928;-96;435.8668;;
14924;-480;880;-80;435.8668;;
14944;-512;816;-80;435.7797;;
14981;-496;880;-80;435.954;;
14998;-496;880;-80;435.8668;;
15013;-464;848;-96;435.8668;;
15029;-512;880;-80;436.1284;;
15045;-480;864;-80;436.0413;;
15062;-496;864;-80;436.0413;;
15081;-496;864;-80;436.0413;;
15104;-480;896;-96;436.0413;;
15123;-480;896;-96;436.0413;;
15161;-512;864;-80;436.0413;;
15177;-496;864;-64;436.0413;;
15193;-480;864;-64;436.0413;;
15209;-480;880;-80;436.0413;;
15225;-480;880;-80;435.954;;
15243;-496;864;-64;436.0413;;
15260;-480;880;-80;435.954;;
15284;-480;864;-80;435.954;;
15303;-496;864;-80;435.954;;
15441;-512;880;-80;435.954;;
15457;-496;880;-80;435.954;;
15473;-496;896;-64;435.954;;
15489;-496;896;-64;435.954;;
15505;-496;864;-64;435.954;;
15521;-496;880;-80;435.954;;
15536;-496;864;-64;435.954;;
15550;-496;864;-64;435.8668;;
15565;-480;864;-80;435.8668;;
15581;-496;864;-64;435.8668;;
15617;-480;848;-64;435.8668;;
15633;-480;848;-64;435.7797;;
15649;-480;864;-64;435.7797;;
15665;-496;848;-80;435.7797;;
15681;-496;848;-80;435.7797;;
15693;-496;848;-80;435.6951;;
15705;-496;864;-80;435.7797;;
15722;-464;896;-80;435.7797;;
15741;-480;848;-112;435.954;;
15777;-496;880;-80;435.954;;
15792;-496;880;-64;435.954;;
15806;-480;864;-80;435.954;;
15825;-496;864;-80;435.954;;
15843;-496;864;-80;435.954;;
15861;-480;848;-64;435.954;;
15884;-480;864;-64;435.954;;
15903;-480;864;-64;435.954;;
15920;-480;880;-80;435.954;;
15957;-480;880;-64;435.954;;
15973;-480;880;-96;435.954;;
15988;-480;896;-48;435.954;;
16005;-480;896;-48;435.954;;
16024;-496;880;-80;435.954;;
16041;-496;864;-80;435.954;;
16064;-480;880;-80;435.954;;
16082;-480;880;-64;435.954;;
16100;-496;864;-80;435.954;;
